Nhóm danh mục,Danh mục con,Tên SP,Giá,Sao,Đã mua,Link ảnh,Link SP,Ảnh chi tiết,Loại máy,Inverter,Phạm vi làm lạnh hiệu quả,Độ ồn trung bình (được đo trong phòng thí nghiệm),Dòng sản phẩm,Sản xuất tại,"Thời gian bảo hành cục lạnh, cục nóng",Thời gian bảo hành máy nén,Chất liệu dàn tản nhiệt,Loại Gas,Kiểu tủ,Dung tích sử dụng,Dung tích ngăn đá,Dung tích ngăn lạnh,Chất liệu cửa tủ lạnh,Chất liệu khay ngăn lạnh,"Chất liệu ống dẫn gas, dàn lạnh",Năm ra mắt,Dung tích ngăn chuyển đổi,Loại Tivi,Kích cỡ màn hình,Độ phân giải,Loại màn hình,Hệ điều hành,Chất liệu chân đế,Chất liệu viền tivi,Nơi sản xuất,Loại máy giặt,Lồng giặt,Số người sử dụng,Kiểu động cơ,Tốc độ quay vắt tối đa,Chất liệu lồng giặt,Chất liệu vỏ máy,Chất liệu nắp máy,Thời gian bảo hành động cơ,Chất liệu cửa máy,Khối lượng sấy,Động cơ,Nhiệt độ sấy tối đa,Công suất tiêu thụ,Số chương trình hoạt động,Tiện ích,Bảng điều khiển,Chất liệu lồng sấy,Kích thước - Khối lượng,Chiều dài ống thoát khí,Hãng,Chiều dài ống xả nước,Công suất làm nóng,Dung tích bình chứa,Chế độ an toàn,Thời gian đun nóng có thể sử dụng được,Lớp cách nhiệt,Thương hiệu của,Tùy chỉnh nhiệt độ nước,Vòi sen,Loại tủ,Dung tích tổng,Số cửa,Số ngăn,Công suất danh định,Điện năng tiêu thụ,Nhiệt độ ngăn đông (độ C),Công nghệ tiết kiệm điện,Công nghệ tích hợp,Chất liệu dàn lạnh,Chất liệu lòng tủ,Chất liệu bên ngoài,"Kích thước, khối lượng",Độ ồn,Nhiệt độ ngăn mát (độ C),Chất liệu kính,Công suất,Tiêu thụ nước,Số chén bát rửa được,Chương trình,Công nghệ rửa,Công nghệ sấy,Khay chén,Chất liệu cửa,Chiều dài ống cấp nước,Chiều dài ống thoát nước,Loại pin,Dung lượng pin,Thời gian hoạt động,Thời gian sạc,Nhiệt độ sạc pin,Nhiệt độ hoạt động,Kích thước,Khối lượng,Loại Micro,Khoảng cách sử dụng tối đa,Băng tần,Tần số,Độ méo tiếng,Năm sản xuất,Loại micro,Trong hộp có gì,Jack cắm,Thời lượng pin,Cổng sạc,Tính năng,Tương thích với,Khoảng cách truyền,Phạm vi làm mát,Dung tích bình nước,Độ ồn cao nhất,Loại quạt,Chế độ gió,Loại motor,Đường kính cánh quạt,Chiều dài dây điện,Loại máy xay,Chức năng,Số lượng cối,Cốc đựng,Loại sản phẩm,Dung tích,Chất liệu cối,Chất liệu thân máy,Chất liệu lưỡi dao,Ống tiếp nguyên liệu,Số cối,Chất liệu phụ kiện,Tốc độ,Nút chỉnh tốc độ,Kiểu lắp đặt,Công nghệ lọc,Kháng khuẩn,Tỷ lệ lọc - thải,Công suất lọc,Công suất tiêu thụ điện trung bình khoảng,Nhiệt độ nước hãng công bố,Nhiệt độ nước thực tế,Áp lực nước yêu cầu,Nơi sản xuất máy bơm,Thương hiệu,Số điện cực,Phương pháp điện phân,Tuổi thọ điện cực,Chỉ số nước,Độ pH thực tế,Số loại nước,Chế độ vệ sinh điện cực,Loại bụi lọc được,Phạm vi lọc hiệu quả,Lượng gió thổi ra lớn nhất,Công suất hoạt động,Bộ lọc bụi cho máy,Độ ồn cao nhất,Diện tích sử dụng,Công suất hút ẩm,Công nghệ,Thời gian sử dụng,Chiều dài dây nguồn,Loại bếp,Công suất vùng nấu,Điện áp,Kích thước vùng nấu,Chất liệu mặt bếp,Thương hiệu mâm nấu,Tổng công suất,Loại nồi nấu,Tính năng an toàn,Chế độ nấu tự động,Kích thước lỗ đá,Loại nồi,Nhiệt độ,Hẹn giờ,Chất liệu,Chế độ hút thông minh,Dung tích khoang chứa,Công suất hút,Bộ lọc,Phiên bản,Loại lò,Công suất vi sóng,Chất liệu khoang lò,Công suất nướng,Chất liệu cánh quạt,Loại móc treo,Lưu ý,Phạm vi sưởi ấm,Điều chỉnh nhiệt độ/công suất,Hẹn giờ tắt,Đường kính lồng quạt,Số vòi nước,"Năng suất làm nóng, lạnh",Chất liệu bình chứa,Hệ thống làm lạnh,Chip xử lý (CPU),Chip đồ họa (GPU),Dung lượng lưu trữ,Dung lượng còn lại (khả dụng) khoảng,Danh bạ,Thẻ nhớ,Công nghệ CPU,Số nhân,Số luồng,Tốc độ CPU,Tốc độ tối đa,Công nghệ màn hình,Màn hình rộng,Kích thước màn hình,Kích thước mặt,Loại CPU,Chipset,Số nhân - số luồng,Bộ nhớ đệm,Socket,Màn hình cảm ứng,Tấm nền,Độ phủ màu,Số lượng màu,Độ sáng,Độ tương phản tĩnh,Góc nhìn,Chất lượng in (độ nét),Thời gian in trang đầu tiên,Tốc độ in,Công suất in khuyến nghị,Công suất tối đa,Loại mực in,Bộ nhớ (In được file tối đa),Màn hình hiển thị LCD,Máy in tương thích,Số trang in tối đa (Độ phủ 5%),Sử dụng bông lau nhà,Sử dụng cho bộ lau nhà,Hình dạng bông lau,Dùng cho bếp,Chất liệu nồi,Nắp nồi,Độ dày,Nồi chống dính,Chất liệu chảo,Mức nhiệt chịu được,Đường kính,Chất liệu sơn chống dính,Loại bình,Chất liệu vỏ,Chất liệu ruột,Thời gian giữ nhiệt,Size,Công dụng,Chất liệu vỏ vợt,Chất liệu lưới vợt,Lõi pin,Công nghệ/Tiện ích,Thời gian sạc đầy pin,Nguồn ra,Nguồn vào,Tương thích,Độ dài dây,Kết nối cùng lúc,Điều khiển,Phím điều khiển,Thời lượng pin tai nghe,Thời lượng pin hộp sạc,Công nghệ kết nối,Công nghệ âm thanh,Ứng dụng kết nối,Model,Đầu vào,Đầu ra,Dòng sạc tối đa,Jack kết nối,Thời gian sạc đầy,Thời gian sử dụng pin,Góc xoay,Tầm nhìn xa hồng ngoại,Đàm thoại 2 chiều,Cách kết nối,Độ dài dây/Khoảng cách kết nối,Đèn LED,Ứng dụng điều khiển,Thời gian,Độ dài dây / Khoảng cách kết nối,Kiểu bàn phím,Số phím,Chất liệu keycaps,Tính năng khác,Pin,Phần mềm hỗ trợ,Loại switch,Các phím đặc biệt,Băng tần mạng,Loại thiết bị,Tốc độ Wifi,Chuẩn mạng,Số Anten,Số cổng,Số user truy cập tối đa,Mật độ phủ sóng (bán kính),Nút bấm hỗ trợ,Tốc độ dữ liệu,Tính năng kết nối,Hỗ trợ thẻ nhớ,Chuẩn kết nối,Dung lượng,Loại ổ cứng,Tốc độ ghi,Tốc độ đọc,Khối lượng tịnh,Loại phần mềm/Ứng dụng,Hãng sản xuất,Ngôn ngữ,Tính năng cơ bản,Tính năng nâng cao,Yêu cầu CPU,Yêu cầu RAM,Yêu cầu đồ họa,Yêu cầu dung lượng đĩa trống,Tương thích hệ điều hành,Loại thẻ,Tốc độ đọc dữ liệu,Tốc độ ghi dữ liệu,Loại khung treo,Kích thước tivi phù hợp,Khoảng cách từ tivi đến tường,Tải trọng,Bảo hành,Đối tượng sử dụng,Đường kính mặt,Dây đeo,Độ rộng dây,Khung viền,Độ dày mặt,Chất liệu mặt kính,Tên bộ máy,Kháng nước,Nguồn năng lượng,Loại pin sử dụng,Bộ sưu tập,Chất liệu dây,Chất liệu khung viền,Thời gian trữ dây cót,Chất liệu sơn,Chất liệu Pô tăng/ Cổ xe,Chất liệu yên,Cốt yên,Chất liệu cốt,Hãng yên xe,Chu vi vòng đầu,Chất liệu vỏ mũ,Chất liệu bên trong,Độ dày lớp lót xốp bên trong,Chất liệu kính chắn gió,Điện áp vào,Công suất tối đa (W),Số ổ cắm,Cổng USB tích hợp,Động cơ hoạt động,Lõi động cơ,Nhiệt độ môi trường đặt máy,Độ ẩm,Hiển thị,Loại động cơ,Chất liệu lõi động cơ,Lưu lượng nước tối đa,Nhiệt độ nước cấp tối đa,Khả năng hút nước,Lưu lượng tối đa,Đẩy/hút tối đa,Đường kính ống hút/thoát,Chuẩn chống nước,Điện áp pin,Dòng nạp,Loại sạc,Dùng được cho
"1_Điện tử, điện máy",Máy lạnh,Panasonic Inverter 1 HP CU/CS-PU9AKH-8,11.990.000₫,,,https://cdn.tgdd.vn/Products/Images/2002/321382/TimerThumb/panasonic-inverter-1-hp-cu-cs-pu9akh-8-(1).png,https://www.dienmayxanh.com/may-lanh/panasonic-inverter-1-hp-cu-cs-pu9akh-8,//cdn.tgdd.vn/Products/Images/2002/321382/Kit/note.jpg,1 chiều (chỉ làm lạnh),Có Inverter,Dưới 15m² (từ 30 đến 45m³),Dàn lạnh: 26 dB - Dàn nóng: 47 dB,2024,Malaysia,1 năm,12 năm - Yêu cầu kích hoạt điện tử thành công,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ BlueFin,R-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1_Điện tử, điện máy",Máy lạnh,Daikin Inverter 1 HP ATKB25YVMV,10.390.000₫,,,https://cdn.tgdd.vn/Products/Images/2002/322936/TimerThumb/daikin-inverter-1-hp-atkb25yvmv-(1).png,https://www.dienmayxanh.com/may-lanh/daikin-inverter-1-hp-atkb25yvmv,//cdn.tgdd.vn/Products/Images/2002/322936/Kit/daikin-inverter-1-hp-atkb25yvmv-note.jpg,1 chiều (chỉ làm lạnh),Có Inverter,Dưới 15m² (từ 30 đến 45m³),Dàn lạnh: 19/36 dB - Dàn nóng: 40/46 dB,2024,Việt Nam,2 năm,5 năm,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ sơn tĩnh điện,R-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1_Điện tử, điện máy",Máy lạnh,"LG Inverter 1.5 HP IEC12M1
                Mẫu mới",11.690.000₫,,,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/2002/333759/lg-inverter-1-5-hp-iec12m1-thumb-638715183754922430-550x160.jpg,https://www.dienmayxanh.com/may-lanh/lg-inverter-1-5-hp-iec12m1,,1 chiều (chỉ làm lạnh),Có Inverter,Từ 15 - 20m² (từ 40 đến 60m³),Dàn lạnh: 41/35/27/21 dB - Dàn nóng: 50 dB,2025,Thái Lan,2 năm,10 năm,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp Gold-Fin,R-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1_Điện tử, điện máy",Máy lạnh,"Aqua Inverter 1 HP AQA-RV10QA3
                Mẫu mới",8.290.000₫,,,https://cdn.tgdd.vn/Products/Images/2002/333353/TimerThumb/aqua-inverter-1-hp-aqa-rv10qa3-(1).png,https://www.dienmayxanh.com/may-lanh/aqua-inverter-1-hp-aqa-rv10qa3,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/2002/333353/Kit/aqua-inverter-1-hp-aqa-rv10qa3-note-638711558697507181.jpg,1 chiều (chỉ làm lạnh),Có Inverter,Dưới 15m² (từ 30 đến 45m³),Dàn lạnh: 24 dB - Dàn nóng: 50 dB,2025,Thái Lan,2 năm,12 năm,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ BlueFin,R-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1_Điện tử, điện máy",Máy lạnh,"Toshiba Inverter 1 HP RAS-H10Z2KCVG-V
                Mẫu mới",9.390.000₫,,,https://cdn.tgdd.vn/Products/Images/2002/334088/TimerThumb/toshiba-inverter-1-hp-ras-h10z2kcvg-v-(1).png,https://www.dienmayxanh.com/may-lanh/toshiba-inverter-1-hp-ras-h10z2kcvg-v,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/2002/334088/Kit/note-638786725641802635.jpg,1 chiều (chỉ làm lạnh),Có Inverter,Dưới 15m² (từ 30 đến 45m³),Dàn lạnh: 32 dB - Dàn nóng: 48 dB,2025,Thái Lan,3 năm,5 năm,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,R-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1_Điện tử, điện máy",Máy lạnh,Samsung Inverter 1 HP AR10DYHZAWKNSV,7.290.000₫,,,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/2002/321680/samsung-inverter-1-hp-ar10dyhzawknsv-thumb-638833567571132174-550x160.jpg,https://www.dienmayxanh.com/may-lanh/samsung-inverter-1-hp-ar10dyhzawknsv,//cdn.tgdd.vn/Products/Images/2002/321680/Kit/samsung-inverter-1-hp-ar10dyhzawknsv-note.jpg,1 chiều (chỉ làm lạnh),Có Inverter,Dưới 15m² (từ 30 đến 45m³),Dàn lạnh: 19 - 38 dB - Dàn nóng: 49 dB,2024,Thái Lan,2 năm,10 năm,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ BlueFin,R-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1_Điện tử, điện máy",Máy lạnh,"LG Inverter 1 HP IDC09M1
                Mẫu mới",12.790.000₫,,,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/2002/333737/lg-inverter-1-hp-idc09m1-thumb-638715205186174957-638784054258326272-550x160.jpg,https://www.dienmayxanh.com/may-lanh/lg-inverter-1-hp-idc09m1,,1 chiều (chỉ làm lạnh),Có Inverter,Dưới 15m² (từ 30 đến 45m³),Dàn lạnh: 39/33/27/21 dB - Dàn nóng: 50 dB,2025,Thái Lan,2 năm,10 năm,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp Gold-Fin,R-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1_Điện tử, điện máy",Máy lạnh,"Daikin Inverter 1.5 HP ATKF35ZVMV
                Mẫu mới",13.190.000₫,,,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/2002/334563/daikin-inverter-1-5-hp-atkf35zvmv-thumb-638750583045794511-550x160.jpg,https://www.dienmayxanh.com/may-lanh/daikin-inverter-1-5-hp-atkf35zvmv,,1 chiều (chỉ làm lạnh),Có Inverter,Từ 15 - 20m² (từ 40 đến 60m³),Dàn lạnh: 20-37 dB - Dàn nóng: 40-47 dB,2025,Việt Nam,2 năm,5 năm,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ sơn tĩnh điện,R-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1_Điện tử, điện máy",Máy lạnh,"Panasonic Inverter 1.5 HP CU/CS-U12BKH-8
                Mẫu mới",17.790.000₫,,,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/2002/334428/panasonic-inverter-1-5-hp-cu-cs-u12bkh-8-190325-055648-175-550x160.jpg,https://www.dienmayxanh.com/may-lanh/panasonic-inverter-1-5-hp-cu-cs-u12bkh-8,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/2002/334428/Kit/note-638780037951934077.jpg,1 chiều (chỉ làm lạnh),Có Inverter,Từ 15 - 20m² (từ 40 đến 60m³),Dàn lạnh: 28 dB - Dàn nóng: 48 dB,2025,Malaysia,1 năm,12 năm - Yêu cầu kích hoạt điện tử thành công,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,R-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1_Điện tử, điện máy",Máy lạnh,"Sharp Inverter 1 HP AH-X10CEWC
                Mẫu mới",7.790.000₫,,,https://cdn.tgdd.vn/Products/Images/2002/334605/TimerThumb/sharp-inverter-1-hp-ah-x10cewc-(4).png,https://www.dienmayxanh.com/may-lanh/sharp-inverter-1-hp-ah-x10cewc,https://cdnv2.tgdd.vn/mwg-static/dmx/Products/Images/2002/334605/Kit/sharp-inverter-1-hp-ah-x10cewc-note-638755808424472282.jpg,1 chiều (chỉ làm lạnh),Có Inverter,Dưới 15m² (từ 30 đến 45m³),Dàn lạnh: 21 - 38 dB - Dàn nóng: 49 dB,2025,Thái Lan,2 năm,10 năm,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ BlueFin,R-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
